"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2008-03-12T00:00:00.000Z""","","Calgary, Alberta","AIRBUS A330 300","C-GHKX","","","CAN","Take-off","Incident",0,true,true,true,"None","A35K",false,true,2,"Jet","","[""SCF-NP""]","SCF",2008
"""2008-03-12T00:00:00.000Z""","VEN","Maracaibo","","N999BL","","","USA","En route","Major incident",0,true,true,true,"Minor","TRMA",false,true,3,"Piston","","[""BIRD""]","RS",2008
"""2008-03-12T00:00:00.000Z""","TUR","Antalya","BOEING 737","UR-GAP","",,"UKR","Landing","Serious incident",0,true,true,false,"None","B37M",false,true,2,"Jet","","[""RE"",""WSTRW""]","RS",2008
"""2008-03-13T00:00:00.000Z""","BRA","Guarulhos Airport","AIRBUS A340 200","ZS-SLF","South Africa South African Airways (Saa)","ZAF","ZAF","Approach","Serious incident",0,true,true,true,"None","BE20",false,true,2,"Turboprop","","[""ARC"",""RE""]","RS",2008
"""2008-03-14T00:00:00.000Z""","GBR","Edinburgh","CESSNA 551 CITATION II","G-JBIZ","","","GBR","En route","Serious incident",0,true,true,false,"None","C551",false,true,2,"Jet","","[""SCF-NP""]","SCF",2008
"""2008-03-15T00:00:00.000Z""","VEN","AEROPUERTO CARACAS","BEECH G58","YV1836","Georgia Aviaservice","","VEN","Approach","Significant incident",0,true,false,"","Minor","BE58",false,true,2,"Piston","","[""BIRD""]","RS",2008
"""2008-03-15T00:00:00.000Z""","VEN","Archipielago Los Roques","","YV1832","","","VEN","Taxi","Significant incident",0,true,false,true,"Minor","C208",false,true,1,"Turboprop","","[""SCF-NP""]","SCF",2008
"""2008-03-19T00:00:00.000Z""","KOR","Gimpo Int'l Airport. Korea","DE HAVILLAND DHC8 400","HL5254","","","KOR","Take-off","Significant incident",0,true,true,true,"None","DH80",false,true,1,"Piston","","[""SCF-NP""]","SCF",2008
"""2008-03-19T00:00:00.000Z""","BHS","MYNN","BOEING 737 200","C6-BFW","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Take-off","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-PP""]","SCF",2008
"""2008-03-19T00:00:00.000Z""","SWE","ESMK-ESSA","SAAB 2000","SE-LSG","Sweden Air Express In Sweden Ab","SWE","SWE","En route","Serious incident",0,true,true,true,"","SB20",false,true,2,"Turboprop","","[""F-NI""]","F-NI",2008
"""2008-03-19T00:00:00.000Z""","TZA","Sitalike airstrip, Katavi Park","CESSNA 208","5H-TPC","","","TZA","Landing","Serious incident",0,true,false,"","None","C208",false,true,1,"Turboprop","","[""WILD""]","OTH",2008
"""2008-03-20T00:00:00.000Z""","USA","KMIA","DE HAVILLAND DHC8 300","C6-BFJ","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Standing","Incident",0,true,true,true,"None","DOVE",false,true,2,"Piston","","[""OTHR""]","OTH",2008
"""2008-03-21T00:00:00.000Z""","DEU","Stuttgart","BAE AVRO146RJ 200","D-AVRN","Germany Lufthansa CityLine GmbH","DEU","DEU","En route","Serious incident",0,true,true,true,"None","M200",false,true,1,"Piston","","[""ICE""]","OTH",2008
"""2008-03-21T00:00:00.000Z""","ITA","Verona Villafranca","BAE AVRO146RJ 300","I-ADJF","","","ITA","Approach","Serious incident",0,true,true,true,"None","A748",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2008
"""2008-03-22T00:00:00.000Z""","USA","New York","AEROSPATIALE AS355 F","N406LH","",,"USA","Take-off","Serious incident",0,true,false,"","None","AS55",true,false,2,"Turboprop","","[""MAC"",""ADRM""]","RS",2008
"""2008-03-22T00:00:00.000Z""","USA","Richmond , Virginia","BOEING 757 200","N921UW","","","USA","En route","Serious incident",0,true,true,true,"None","ST75",false,true,1,"Piston","","[""SCF-NP""]","SCF",2008
"""2008-03-24T00:00:00.000Z""","RUS","St. Petersburg","BOEING 737 200","UR-BVY","","","UKR","Taxi","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""GCOL""]","RS",2008
"""2008-03-25T00:00:00.000Z""","BHS","MYNN","DE HAVILLAND DHC8 300","C6-BFI","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Take-off","Incident",0,true,true,true,"None","DHC1",false,true,1,"Piston","","[""ADRM""]","RS",2008
"""2008-03-26T00:00:00.000Z""","USA","Page","RAYTHEON","N261GL","",,"USA","Take-off","Serious incident",0,true,true,true,"None","HA4T",false,true,2,"Jet","","[""OTHR""]","OTH",2008
"""2008-03-26T00:00:00.000Z""","FIN","Helsinki","BOEING 737","UR-GAQ","",,"UKR","Approach","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""OTHR""]","OTH",2008
"""2008-03-27T00:00:00.000Z""","AUS","East Sale Airport, 40° M 22Km","PIPER PA31P","VH-BRZ","","","AUS","En route","Serious incident",0,true,false,"","None","PA47",false,true,1,"Jet","","[""MAC""]","OTH",2008
"""2008-03-27T00:00:00.000Z""","USA","Houston","BOEING 737","N23661","",,"USA","Landing","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2008
"""2008-03-28T00:00:00.000Z""","IRL","Shannon","MCDONNELL DOUGLAS","N865F","United States Murray Aviation, Inc. (Ypsilanti, Mi)",,"USA","Take-off","Serious incident",0,true,true,false,"None","HAR",false,true,1,"Jet","","[""ICE"",""SCF-PP"",""SCF-NP""]","SCF",2008
"""2008-03-29T00:00:00.000Z""","PRT","LPLA  Lajes,Terceira I.","BOEING 777 300","F-GSQT","France Air France","FRA","FRA","En route","Incident",0,true,true,true,"None","C17",false,true,4,"Jet","","[""SCF-PP""]","SCF",2008
"""2008-03-29T00:00:00.000Z""","ESP","Malacuera, nr. Guadalajara","","N370EH","","","USA","Manoeuvring","Incident",0,true,false,"","None","C510",false,true,2,"Jet","","[""LALT""]","OTH",2008
"""2008-03-29T00:00:00.000Z""","VEN","HATO BANCO APAREÑO ANZOATEGUI","","YV105E","","","VEN","En route","Significant incident",0,true,false,"","None","C510",false,true,2,"Jet","","[""OTHR""]","OTH",2008
"""2008-03-29T00:00:00.000Z""","BHS","MYEM","DE HAVILLAND DHC8 300","C6-BFH","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Landing","Occurrence without safety effect",0,true,true,true,"None","DHC1",false,true,1,"Piston","","[""ADRM""]","RS",2008
"""2008-03-30T00:00:00.000Z""","CHN","near Beijing","AIRBUS A330 300","B-HWH","",,"HKG","En route","Incident",0,true,true,true,"None","A318",false,true,2,"Jet","","[""F-NI"",""SCF-PP""]","SCF",2008
"""2008-04-01T00:00:00.000Z""","AUS","near Richmond (NSW) Aerodrome","BEECH 55","VH-NMC","","","AUS","Manoeuvring","Serious incident",0,true,false,"","","BE55",false,true,2,"Piston","","[""MAC""]","OTH",2008
"""2008-04-01T00:00:00.000Z""","AUS","near Richmond (NSW) Aerodrome","BEECH 76 NO SERIES EXISTS","VH-JWW","","","AUS","Manoeuvring","Serious incident",0,true,false,"","","BE76",false,true,2,"Piston","","[""MAC""]","OTH",2008
"""2008-04-03T00:00:00.000Z""","VEN","La chinita","BOEING 737 200","YV302T","Venezuela Venezolana Servicios Expresos De Carga Internacional, C.a.","VEN","VEN","Standing","Incident",0,true,true,true,"Serious","B37M",false,true,2,"Jet","","[""RAMP""]","RS",2008
"""2008-04-04T00:00:00.000Z""","BHS","MYNN","DE HAVILLAND DHC8 300","C6-BFP","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","En route","Incident",0,true,true,true,"None","VNOM",false,true,1,"Jet","","[""OTHR"",""SCF-NP""]","SCF",2008
"""2008-04-05T00:00:00.000Z""","BHS","MYNN","DE HAVILLAND DHC8 300","C6-BFI","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Take-off","Incident",0,true,true,true,"None","DH85",false,true,1,"Piston","","[""OTHR""]","OTH",2008
"""2008-04-07T00:00:00.000Z""","NOR","Gardermoen-Riga","BOEING 737 300","LN-KKH","Norway Norwegian Air Shuttle Asa","NOR","NOR","En route","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""CABIN"",""F-NI""]","F-NI",2008
"""2008-04-08T00:00:00.000Z""","AUS","Waikerie Aerodrome, SW M 9Km","PILATUS PC12","VH-FGS","","","AUS","Approach","Serious incident",0,true,false,"","None","PC12",false,true,1,"Turboprop","","[""MAC""]","OTH",2008
"""2008-04-11T00:00:00.000Z""","CHL","Ap. Diego Aracena, Iquique","BOEING 737 200","CC-CAL","","","CHL","Take-off","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""MAC""]","OTH",2008
"""2008-04-11T00:00:00.000Z""","BHS","MYNN","BOEING 737 200","C6-BFW","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Taxi","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""OTHR""]","OTH",2008
"""2008-04-13T00:00:00.000Z""","BHS","MYEH","DE HAVILLAND DHC8 300","C6-BFJ","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Landing","Occurrence without safety effect",0,true,true,true,"None","MOSQ",false,true,2,"Piston","","[""ADRM"",""FUEL""]","RS",2008
"""2008-04-13T00:00:00.000Z""","BHS","MYAM","IAI 1123","N903MM","","","USA","Landing","Incident",0,true,true,"","","WW23",false,true,2,"Jet","","[""UNK""]","UNK",2008
"""2008-04-14T00:00:00.000Z""","BGD","Dhaka, Zia Int a/p","BOEING 747 300","TF-AMK","Iceland Air Atlanta Icelandic","ISL","ISL","En route","Incident",0,true,true,true,"None","C17",false,true,4,"Jet","","[""SCF-PP""]","SCF",2008
"""2008-04-15T00:00:00.000Z""","USA","Fort Myers","LEARJET 60","C-FJGG","","","CAN","Landing","Incident",0,true,true,"","None","LJ60",false,true,2,"Jet","","[""SCF-NP""]","SCF",2008
"""2008-04-15T00:00:00.000Z""","USA","Pueblo , Colorado","AIRBUS A320","N497UA","United States United Air Lines Inc.","USA","USA","En route","Incident",0,true,true,true,"Minor","A320",false,true,2,"Jet","","[""TURB""]","TURB",2008
"""2008-04-17T00:00:00.000Z""","USA","Pontiac","","N539RM","",,"USA","En route","Serious incident",0,true,false,"","None","MS30",false,true,1,"Piston","","[""SCF-NP""]","SCF",2008
"""2008-04-18T00:00:00.000Z""","ZAF","Johannesburg","AIRBUS A319","ZS-SFG","South Africa South African Airways (Saa)","ZAF","ZAF","Standing","Incident",0,true,true,true,"None","A319",false,true,2,"Jet","","[""RAMP""]","RS",2008
"""2008-04-18T00:00:00.000Z""","IDN","Pangkal Pinang","BOEING 737 300","PK-CJC","","","IDN","Landing","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""RE""]","RS",2008
"""2008-04-21T00:00:00.000Z""","LVA","over sea near Liepaja","BOEING 757 200","YL-BDC","Latvia Air Baltic Corporation JSC","LVA","LVA","En route","Serious incident",0,true,true,true,"None","ST75",false,true,1,"Piston","","[""MAC""]","OTH",2008
"""2008-04-21T00:00:00.000Z""","LVA","over sea near Liepaja","AIRBUS A340 600","G-VBLU","United Kingdom Virgin Atlantic Airways Ltd","GBR","GBR","En route","Serious incident",0,true,true,true,"None","A359",false,true,2,"Jet","","[""MAC""]","OTH",2008
"""2008-04-22T00:00:00.000Z""","GBR","Belfast City Airport","LET L410 UVP","OK-UBA","","","CZE","Taxi","Incident",0,true,true,true,"None","L410",false,true,2,"Turboprop","","[""SCF-PP""]","SCF",2008
"""2008-04-22T00:00:00.000Z""","ROU","Bucharest","BAE AVRO146RJ 200","YR-BEB","Romania Romavia","ROU","ROU","Landing","Serious incident",0,true,true,true,"None","BE20",false,true,2,"Turboprop","","[""UNK"",""RE""]","RS",2008
"""2008-04-24T00:00:00.000Z""","USA","Minneapolis","BOMBARDIER","N918XJ","",,"USA","Taxi","Serious incident",0,true,true,true,"None","GLEX",false,true,2,"Jet","","[""OTHR""]","OTH",2008
"""2008-04-25T00:00:00.000Z""","DEU","Düsseldorf","LEARJET 35","D-CFAX","",,"DEU","Landing","Serious incident",0,true,true,"","None","LJ35",false,true,2,"Jet","","[""RI""]","RS",2008
"""2008-04-27T00:00:00.000Z""","KEN","Nairobi","AIRBUS A340 300","G-VAIR","United Kingdom Virgin Atlantic Airways Ltd","GBR","GBR","Landing","Serious incident",0,true,true,true,"None","A320",false,true,2,"Jet","","[""RE""]","RS",2008
"""2008-04-28T00:00:00.000Z""","GBR","near Belfast City airport","LET L410 UVP","OK-RDA","","","CZE","En route","Serious incident",0,true,true,true,"None","L410",false,true,2,"Turboprop","","[""RAMP""]","RS",2008
"""2008-04-28T00:00:00.000Z""","KOR","Incheon a/p","BOEING 747 400","HL7467","Korea, South Korean Air Lines Co., Ltd.","KOR","KOR","Standing","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2008
"""2008-04-29T00:00:00.000Z""","USA","KMIA","BOEING 737 200","C6-BFM","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Approach","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2008
"""2008-04-29T00:00:00.000Z""","MLI","Bamako","AIRBUS A330 200","F-GZCG","France Air France","FRA","FRA","Landing","Incident",0,true,true,true,"None","BE20",false,true,2,"Turboprop","","[""ARC""]","RS",2008
"""2008-04-30T00:00:00.000Z""","","50 nm W of Montreal","AIRBUS A330 300","C-GFAH","Canada Air Canada","CAN","CAN","En route","Serious incident",0,true,true,true,"None","A318",false,true,2,"Jet","","[""FUEL""]","OTH",2008
"""2008-05-01T00:00:00.000Z""","USA","Uvalde , Texas","","N603JS","",,"USA","Taxi","Serious incident",0,true,false,"","None","TIPB",false,true,1,"Piston","","[""SCF-NP""]","SCF",2008
"""2008-05-02T00:00:00.000Z""","CHL","CALAMA","BOEING 737 200","CC-CSW","","","CHL","Take-off","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2008
"""2008-05-03T00:00:00.000Z""","ZAF","Cape Town International Airpor","BOEING 737","ZS-OAF","","","ZAF","Take-off","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""ARC""]","RS",2008
"""2008-05-05T00:00:00.000Z""","ITA","Cagliari Elmas a/p","MCDONNELL DOUGLAS","I-SMED","Italy Meridiana Fly","ITA","ITA","Landing","Incident",0,true,true,true,"None","HAR",false,true,1,"Jet","","[""OTHR"",""FUEL""]","OTH",2008
"""2008-05-05T00:00:00.000Z""","FRA","Vatry","MCDONNELL DOUGLAS DC10 30","Z-ARL","","","ZWE","Take-off","Incident",0,true,true,false,"None","DC10",false,true,3,"Jet","","[""SCF-NP""]","SCF",2008
"""2008-05-05T00:00:00.000Z""","FRA","(near) Avignon","RAYTHEON","F-GTKJ","","","FRA","Approach","Incident",0,true,true,"","None","HA4T",false,true,2,"Jet","","[""WSTRW""]","OTH",2008
"""2008-05-07T00:00:00.000Z""","BHS","MYAM","DE HAVILLAND DHC8 300","C6-BFJ","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Approach","Incident",0,true,true,true,"None","MOSQ",false,true,2,"Piston","","[""BIRD""]","RS",2008
"""2008-05-08T00:00:00.000Z""","USA"," Greensboro/High Point-Piedmont Triad International Airport, NC (GSO)","ATR 42-320","N904FX","FedEx",,"USA","Standing","",0,true,true,false,"","AT76",false,true,2,"Turboprop","","[]","",2008
"""2008-05-09T00:00:00.000Z""","DEU","Hahn","SHORT SD360","D-CRAS","Germany Air Berlin PLC & Co. Luftverkehrs KG",,"DEU","En route","Serious incident",0,true,true,false,"None","SH36",false,true,2,"Turboprop","","[""OTHR""]","OTH",2008
"""2008-05-09T00:00:00.000Z""","AUS","Perth Aerodrome","BOEING 737 800","PK-GEF","Indonesia Garuda Indonesia, P.t.","IDN","IDN","Approach","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""OTHR""]","OTH",2008
"""2008-05-10T00:00:00.000Z""","BHS","MYNN","DE HAVILLAND DHC8 300","C6-BFI","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Landing","Occurrence without safety effect",0,true,true,true,"None","MOSQ",false,true,2,"Piston","","[""ADRM""]","RS",2008
"""2008-05-11T00:00:00.000Z""","BHS","MYNN","DE HAVILLAND DHC8 300","C6-BFO","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","En route","Incident",0,true,true,true,"None","DH60",false,true,1,"Piston","","[""OTHR""]","OTH",2008
"""2008-05-12T00:00:00.000Z""","USA","near Las vegas","BOEING 757 200","N514US","United States Northwest Airlines","USA","USA","En route","Incident",0,true,true,true,"None","ST75",false,true,1,"Piston","","[""SCF-NP""]","SCF",2008
"""2008-05-13T00:00:00.000Z""","DEU","Hamburg","AIRBUS A319","D-ABGF","Germany Air Berlin PLC & Co. Luftverkehrs KG","DEU","DEU","Taxi","Serious incident",0,true,true,true,"Minor","A319",false,true,2,"Jet","","[""RAMP""]","RS",2008
"""2008-05-14T00:00:00.000Z""","AUS","HOLLA (IFR)","AIRBUS A320","VH-VQH","","","AUS","En route","Serious incident",0,true,true,true,"None","A320",false,true,2,"Jet","","[""OTHR""]","OTH",2008
"""2008-05-14T00:00:00.000Z""","","Sioux Lookout","DE HAVILLAND DHC2 I","C-FNFE","","","CAN","Take-off","Not determined",0,true,false,"","Serious","DH83",false,true,1,"Piston","","[""FUEL""]","OTH",2008
"""2008-05-14T00:00:00.000Z""","VEN","AEROPUERTO DE MAIQUETÍA","","YV1381","Venezuela Rutas Aereas, C.a.","VEN","VEN","En route","Significant incident",0,true,true,true,"Minor","XA41",false,true,1,"Piston","","[""SCF-NP""]","SCF",2008
"""2008-05-14T00:00:00.000Z""","DEU","Zweibrücken","AIRBUS A319","D-AKNN","Germany Germanwings GmbH",,"DEU","Take-off","Serious incident",0,true,true,false,"None","A319",false,true,2,"Jet","","[""GCOL""]","RS",2008
"""2008-05-15T00:00:00.000Z""","LUX","LUXEMBOURG FINDEL AIRPORT","SHORT SC7","LX-GHI","",,"LUX","Landing","Incident",0,true,false,"","Unknown","SC7",false,true,2,"Turboprop","","[""RE"",""SCF-NP""]","RS",2008
"""2008-05-16T00:00:00.000Z""","KOR","9miles S of JeJu airport","","HL9158","Korea, South Other",,"KOR","En route","Serious incident",0,true,false,"","None","C172",false,true,1,"Piston","","[""LOC-I""]","LOC-I",2008
"""2008-05-16T00:00:00.000Z""","AUS","near Broome Aerodrome","CESSNA 441 NO SERIES EXISTS","VH-LBY","","","AUS","En route","Serious incident",0,true,false,false,"None","C441",false,true,2,"Turboprop","","[""OTHR""]","OTH",2008
"""2008-05-16T00:00:00.000Z""","AUS","Meekatharra Aerodrome, 241° M","CESSNA 441 NO SERIES EXISTS","VH-LBD","","","AUS","Approach","Serious incident",0,true,false,false,"None","C441",false,true,2,"Turboprop","","[""OTHR""]","OTH",2008
"""2008-05-16T00:00:00.000Z""","IND","MUMBAI CHHATRAPATI SHIVAJI INT","BOEING 777 200","VT-AIK","India Air India","IND","IND","Standing","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""RAMP""]","RS",2008
"""2008-05-19T00:00:00.000Z""","ESP","Fuerteventure","ATR ATR72 200","EC-JRP","",,"ESP","Standing","Serious incident",0,true,true,true,"None","BE20",false,true,2,"Turboprop","","[""SEC""]","OTH",2008
"""2008-05-19T00:00:00.000Z""","DEU","Dusseldorf Norwhein-Westfalen","CANADAIR","D-ACRM","","","DEU","Take-off","Serious incident",0,true,true,true,"None","CL60",false,true,2,"Jet","","[""RI""]","RS",2008
"""2008-05-21T00:00:00.000Z""","DEU","Frankfurt/Main Hessen","BAE AVRO146RJ 300","D-AEWA","","","DEU","En route","Serious incident",0,true,true,true,"None","A748",false,true,2,"Turboprop","","[""OTHR""]","OTH",2008
"""2008-05-22T00:00:00.000Z""","BHS","MYNN","DE HAVILLAND DHC8 300","C6-BFO","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","En route","Incident",0,true,true,true,"None","DOVE",false,true,2,"Piston","","[""OTHR""]","OTH",2008
"""2008-05-22T00:00:00.000Z""",,"Saskatoon, SASK","BOEING 737 200","C-GKCP","",,"CAN","Approach","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""F-NI"",""SCF-PP""]","SCF",2008
"""2008-05-23T00:00:00.000Z""","DEU","Köln-Bonn","AIRBUS A300 B2","TC-MNA"," ","TZA","TUR","Take-off","Serious incident",0,true,true,true,"None","A320",false,true,2,"Jet","","[""SCF-PP""]","SCF",2008
"""2008-05-24T00:00:00.000Z""","BEN","Cotonou","AIRBUS A320","F-OIVU","","","REU","Landing","Incident",0,true,true,true,"Unknown","A320",false,true,2,"Jet","","[""ARC""]","RS",2008
"""2008-05-24T00:00:00.000Z""","BHS","MYNN","DE HAVILLAND DHC8 300","C6-BFP","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Take-off","Incident",0,true,true,true,"None","DH85",false,true,1,"Piston","","[""SCF-PP""]","SCF",2008
"""2008-05-25T00:00:00.000Z""","BHS","MYNN","DE HAVILLAND DHC8 300","C6-BFJ","Bahamas Bahamasair Holdings Ltd.","","BHS","Take-off","Incident",0,true,true,false,"None","DH60",false,true,1,"Piston","","[""SCF-PP""]","SCF",2008
"""2008-05-26T00:00:00.000Z""","","SANDSPIT","","C-GCHY","","","CAN","Approach","Serious incident",0,true,false,"","None","XA41",false,true,1,"Piston","","[""SCF-PP""]","SCF",2008
"""2008-05-26T00:00:00.000Z""","","Near Goose Bay","AIRBUS A330 300","C-GFUR","Canada Air Canada","CAN","CAN","En route","Incident",0,true,true,true,"None","A359",false,true,2,"Jet","","[""CABIN""]","OTH",2008
"""2008-05-26T00:00:00.000Z""","IND","Chennai","BOEING 777 200","G-YMMD","United Kingdom British Airways Plc","GBR","GBR","Approach","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2008
"""2008-05-27T00:00:00.000Z""","PRT","Madeira","BOEING 737","EC-KDJ","Spain Servicios Aéreos Integrales, S.A. (Flyant)","ESP","ESP","Take-off","Incident",0,true,true,true,"","B37M",false,true,2,"Jet","","[""SCF-PP""]","SCF",2008
"""2008-05-27T00:00:00.000Z""","IRL","30 nm east of EIDW","AIRBUS A319","D-AGWK","Germany Germanwings GmbH","DEU","DEU","En route","Serious incident",0,true,true,true,"None","A319",false,true,2,"Jet","","[""UNK""]","UNK",2008
